  LON,   LAT,   ESTADO,     CVE_SIH,NOMBRE_ESTACION, MAR
-110.74,29.47,SON,CJNSO,EL CAJON,0
-109.94,27.5,SON,COBSO,CIUDAD OBREGON,0
-109.64,27.24,SON,CRCSO,CARCAMO,0
-108.76,26.6,SON,CZNSO,CAZANATE,0
-109.23,29.2,SON,ECBSO,EL CUBIL,0
-110.8,27.95,SON,EPLSO,EMPALME,0
-110.85,27.95,SON,GYMSO,GUAYMAS,0
-110.92,29.07,SON,HM2SO,HERMOSILLO OBSERVATORIO,0.2
-110.93,29.07,SON,HMNSO,HERMOSILLO,1.4
-108.96,30.21,SON,HSHSO,HUACHINERA,6
-110.89,30.76,SON,IMRSO,IMURIS,3.2
-110.39,28.43,SON,IRASO,P. IGNACIO R. A LA TORRE,0
-109.39,30.44,SON,LCDSO,PRESA LA ANGOSTURA,0
-110.14,29,SON,MZTSO,MAZATAN,0
-109.54,27.08,SON,NCHSO,NACHUQUIS,0
-109.69,30.37,SON,NCZSO,NACOZARI,1
-110.95,31.32,SON,NGLSO,NOGALES,4.4
-109.44,27.07,SON,NVJSO,NAVOJOA,0
-112.85,31.87,SON,NYNSO,SONOYTA,10.9
-109.93,27.37,SON,OBOSO,OBSERVATORIO CIUDAD OBREGON,0
-110.71,29.23,SON,ORGSO,EL OREGANO,0
-109.08,29.43,SON,PDNSO,PASO NACORI,0
-109.63,28.98,SON,PECSO,PRESA PLUTARCO ELIAS CALLES,0.7
-110.43,29.4,SON,PMOSO,EL MOLINITO,0
-113.58,31.3,SON,PT2SO,PUERTO PE—ASCO,2
-110.31,28.34,SON,PTASO,PUNTA DE AGUA,0
-112.12,30.7,SON,PTQSO,PITIQUITO,0
-111.02,30.05,SON,QRBSO,QUEROBABI,0.2
-110.57,29.71,SON,RAYSO,RAYON,1
-108.88,27.41,SON,SBNSO,SAN BERNARDO,0
-110.35,28.71,SON,SJPSO,SAN JOSE DE PIMAS                   *,0
-111.45,30.39,SON,SRSSO,SANTA ROSA II,1.4
-109.45,26.92,SON,TCRSO,3 CARLOS,0
-109.5,29.53,SON,TPCSO,TEPACHE,3
-109.21,27.66,SON,TSOSO,TESOCOMA,3
-110.29,27.64,SON,VCMSO,VICAM,0.6
-108.92,28.37,SON,YC2SO,"YECORA, SON. AUTOMATICA",0
-108.93,28.37,SON,YCRSO,YECORA,4.6
-91.48,17.43,TAB,BDCTB,BOCA DEL CERRO,43
-93.41,17.81,TAB,CARTB,CARDENAS,46
-92.92,17.98,TAB,EMUTB,VILLAHERMOSA,55.6
-92.81,18.04,TAB,EPOTB,EL PORVENIR,68.3
-92.92,17.97,TAB,GABTB,GAVIOTAS,21.9
-93,17.98,TAB,GONTB,GONZALEZ,36
-92.6,17.77,TAB,MACTB,MACUSPANA,61.2
-92.93,17.98,TAB,OBSTB,OBSERVATORIO,72.6
-92.88,17.85,TAB,PNVTB,PUEBLO NUEVO,40.8
-92.94,17.57,TAB,PUYTB,PUYACATENGO,135.6
-93.29,17.98,TAB,SAMTB,SAMARIA,28
-92.92,17.5,TAB,SJOTB,SAN JOAQUIN,99.4
-91.16,17.79,TAB,SPTTB,SAN PEDRO,30.5
-92.82,17.47,TAB,TAPTB,TAPIJULAPA,90
-92.97,17.57,TAB,TEATB,TEAPA,111.8
-98.39,24.07,TAMPS,ABSTP,ABASOLO,0
-99.1,22.95,TAMPS,AHLTP,AHUALULCO,30.6
-97.93,22.39,TAMPS,BALTP,BOMBAS ALTAMIRA,35.5
-99.12,24.08,TAMPS,BR1TP,EL BARRETAL I,40
-98.6,26.24,TAMPS,CDOTP,S-J-2-18 CIUDAD DIAZ ORDAZ,0
-98.8,26.25,TAMPS,CMGTP,S-J-2-11 CAMARGO,0
-99.25,26.92,TAMPS,CMRTP,MIER,0
-97.82,25.64,TAMPS,CONTP,CONTROL,0
-98.94,23.94,TAMPS,CORTP,CORONA,9.4
-99.17,23.72,TAMPS,CVCTP,CIUDAD VICTORIA OBSERVATORIO,32.1
-99.19,23.73,TAMPS,CVTTP,CD. VICTORIA (GERENCIA),31
-99.08,23.38,TAMPS,ENNTP,LA ENCANTADA,5.4
-98.69,22.62,TAMPS,ERCTP,PRESA ESTUDIANTE RAMIRO CABALLERO,2
-98.16,24.84,TAMPS,FDOTP,SAN FERNANDO,0.6
-99.12,22.83,TAMPS,LSRTP,LA SERVILLETA,12.4
-99.55,24.57,TAMPS,MAGTP,MAGUEYES,26.9
-97.52,25.83,TAMPS,MATTP,MATAMOROS,0
-97.84,22.28,TAMPS,MDRTP,MADERO,17.8
-99.04,26.37,TAMPS,MGATP,S-J-1-2 MIGUEL ALEMAN,0
-98.72,22.79,TAMPS,MGSTP,MAGISCATZIN,3
-99.43,23.92,TAMPS,MHGTP,MIGUEL HIDALGO,23.7
-98.92,26.23,TAMPS,MRGTP,PRESA MARTE R. GOMEZ,0
-98.9,24.05,TAMPS,PADTP,PADILLA,7.1
-97.8,25.8,TAMPS,PANTP,PUEBLO ANAHUAC,0
-98.75,23.73,TAMPS,PDMTP,PASO DE MOLINA,5.5
-98.9,24.14,TAMPS,PILTP,PILON,5.4
-99.55,24.23,TAMPS,PJMTP,PRESA PEDRO J. MENDEZ,22
-99.58,24.18,TAMPS,PVLTP,PUERTO DE VALLES,9.5
-99,22.85,TAMPS,RFRTP,RIO FRIO,2.4
-98,25.97,TAMPS,RIBTP,RIO BRAVO,0
-97.99,23.26,TAMPS,RSPTP,REPUBLICA ESPAÒOLA,4
-98.88,26.17,TAMPS,RYNTP,S-J-2-9 REYNOSA,0
-99.09,23.02,TAMPS,SBNTP,SABINAS,8
-98.87,22.78,TAMPS,SDATP,PRESA SACA DE AGUA,12
-98.79,23.08,TAMPS,SGBTP,SAN GABRIEL,2.8
-98.21,23.77,TAMPS,SLMTP,SOTO LA MARINA,3.5
-98.8,22.95,TAMPS,SLZTP,PRESA SAN LORENZO,3.8
-97.88,22.24,TAMPS,TMPTP,TAMPICO,42.2
-98.42,22.42,TAMPS,TMSTP,TAMESI,7.2
-97.8,25.91,TAMPS,VCATP,VILLA CARDENAS,0
-98.55,23.97,TAMPS,VGRTP,PRESA VICENTE GUERRERO,0.5
-97.8,25.7,TAMPS,VHMTP,VALLE HERMOSO,0
-98.56,19.59,TLAX,CPPTL,CALPULALPAN,3.5
-97.74,19.3,TLAX,CUATL,CUAPIAXTLA,2.5
-97.65,19.32,TLAX,ECTTL,EL CARMEN TEQUEXQUITLA,2
-97.95,19.31,TLAX,HUATL,"Huamantla, Tlax.  SMN*",0.5
-97.91,19.32,TLAX,HMTTL,HUAMANTLA,2.5
-98.2,19.4,TLAX,OBSTL,OBSERVATORIO,7.1
-98.2,19.55,TLAX,SJATL,SAN JOSE ATLANGA,10.5
-98.18,19.12,TLAX,SPMTL,SAN PABLO DEL MONTE,9
-98.24,19.22,TLAX,ZACTL,ZACATELCO,13.8
-97.92,19.2,TLAX,ZITTL,ZITLALTEPEC                         *,11.5
-96.84,19.7,VER,ACAVC,ACATLAN,41.7
-96.59,19.5,VER,ACTVC,ACTOPAN,11.4
-94.14,18.14,VER,AGDVC,AGUA DULCE (CENTRO),28
-97.68,20.93,VER,ALAVC,ALAMO TEMAPACHE,29.5
-97.23,19.76,VER,ALTVC,ALTOTONGA,47.5
-95.44,18.58,VER,ARCVC,ANGEL R. CABADA,84
-96.72,19.71,VER,ATZVC,ATZALAN,77.5
-96.94,19.59,VER,BANVC,BANDERILLA,108
-96.93,19.48,VER,BRIVC,BRIONES,110.1
-95.74,18.37,VER,CACVC,CARLOS CARRILLO,19.4
-94.32,18.11,VER,CB2VC,PB2-LA CANGREJERA,50
-95.8,18.3,VER,CCLVC,CHACALTIANGUIS,30.6
-96.7,19.43,VER,CEGVC,"Cerro Gordo, Ver.",62.3
-98.15,21.74,VER,CHYVC,PASO DE PIEDRAS (CHICAYAN),18
-97.55,21.07,VER,CLHVC,CHALAHUITE,30.1
-96.94,19.45,VER,COAVC,COATEPEC,109.9
-94.4,18.1,VER,COTVC,COATZACOALCOS,53.2
-96.37,19.36,VER,CRDVC,CARDEL,6
-96.65,19.32,VER,CRRVC,CARRIZAL,14.4
-95.3,18.14,VER,CTTVC,COATOTOLAPAN,9.5
-96.36,19.41,VER,ENRVC,EL NARANJILLO,0
-98.33,20.25,VER,ESPVC,EL ESPINAL,56
-96.16,19.07,VER,ETEVC,EL TEJAR,21.3
-95.56,18.27,VER,GARVC,GARRO,54.6
-98.44,21.78,VER,HGOVC,EL HIGO,24.8
-98.27,21.16,VER,HLSVC,LOS HULES,41.4
-96.95,19.18,VER,HTSVC,HUATUSCO,58.3
-98.48,20.53,VER,HUYVC,HUAYACOCOTLA,31
-96.55,19.4,VER,IDOVC,IDOLOS,30.1
-96.88,19.6,VER,INCVC,INGENIO CONCEPCION,78.8
-94.67,17.95,VER,JALVC,JALTIPAN,15.3
-95.03,17.43,VER,JCRVC,JESUS CARRANZA,36.3
-94.09,17.87,VER,JDCVC,SAN JOSE DEL CARMEN,55.5
-97.02,19.6,VER,JOYVC,LA JOYA,51.7
-96.9,19.52,VER,LANVC,LAS ANIMAS,44
-95.35,18.25,VER,LAUVC,LAUCHAPAN,15.2
-94.3,18.1,VER,LCAVC,LA CANGREJERA,93
-95.45,18.23,VER,LCEVC,LA CEIBILLA,17.4
-95.12,18.42,VER,LDCVC,CATEMACO,0
-97.23,18.92,VER,LGRVC,LOMA GRANDE,0
-96.98,20.05,VER,LIBVC,LIBERTAD,3.7
-96.39,19.26,VER,LOFVC,LOMA FINA,3
-94.92,17.42,VER,LPEVC,LAS PERLAS,46.4
-97.1,19.65,VER,LVRVC,LAS VIGAS DE RAMIREZ,30
-97.05,20.07,VER,MDTVC,MARTINEZ DE LA TORRE,40.9
-96.34,19.09,VER,MFAVC,MANLIO F. ALTAMIRANO,5
-94.94,18.13,VER,MNZVC,MINZAPAN,13.6
-96.83,19.93,VER,MZNVC,MISANTLA,85.9
-96.87,19.65,VER,NAOVC,NAOLINCO,50.5
-95.52,18.63,VER,NLTVC,"NARANJAL, LERDO DE TEJADA",84.9
-98.51,21.84,VER,OLVVC,EL OLIVO,20.6
-97.1,18.85,VER,ORZVC,ORIZABA,42.7
-94.33,18.11,VER,PCNVC,PB1-LA CANGREJERA,56.5
-96.14,19.04,VER,PDTVC,PASO DEL TORO,19.7
-97.81,21.18,VER,PEMVC,PRESA EL MORALILLO,38
-97.25,19.58,VER,PERVC,PEROTE,0.1
-98.17,22.05,VER,PNCVC,PANUCO,24.6
-97.32,20.45,VER,PPNVC,PAPANTLA,33.3
-97.48,20.54,VER,PRCVC,POZA RICA,17.6
-98.34,21.29,VER,PSNVC,PLATON SANCHEZ,33.4
-95.82,17.83,VER,PVCVC,PLAYA VICENTE,35.5
-95.63,18.72,VER,RALVC,RADAR ALVARADO,96.4
-96.71,20.16,VER,RAUVC,EL RAUDAL,47
-96.55,19.35,VER,RNCVC,RINCONADA,26
-97.78,20.88,VER,SBTVC,SOMBRERETE,28.9
-95.18,18.45,VER,SIHVC,SIHUAPAN,7.7
-95.13,17.88,VER,SJEVC,SAN JUAN EVANGELISTA,5.4
-95.03,18.52,VER,SONVC,SONTECOMAPAN,136.1
-96.49,19.34,VER,TAMVC,TAMARINDO,8
-96.35,18.45,VER,TBLVC,TIERRA BLANCA,12
-96.97,19.38,VER,TCOVC,TEOCELO,58
-94.16,17.57,VER,TMOVC,TIERRA MORADA,41
-98.38,21.52,VER,TMPVC,TEMPOAL,28.8
-96.92,19.81,VER,TNCVC,TENOCHTITLAN,71
-98.14,21.04,VER,TRRVC,TERRERILLOS,32.6
-97.42,20.95,VER,TUXVC,"TUXPAN, VER. AUTOMATICA",0
-97.4,20.96,VER,TXPVC,TUXPAN,36.2
-95.42,18.47,VER,TZAVC,TRES ZAPOTES,25.9
-95.7,18.08,VER,VAZVC,VILLA AZUETA,31
-96.11,19.15,VER,VERVC,VERACRUZ,15.4
-96.58,19.02,VER,VTEVC,VILLA TEJEDA,0
-96.92,19.53,VER,XCEVC,XALAPA CENTRO,74.6
-96.85,19.55,VER,XCFVC,XALAPA CFE,83.6
-96.92,19.53,VER,XOBVC,XALAPA OBSERVATORIO,72.8
-96.96,18.83,VER,ZONVC,ZONGOLICA,29.2
-89.35,19.83,YUC,BECYC,BECANCHEN,0
-89.58,20.5,YUC,CANYC,CANTAMAYEN,0
-90.38,20.86,YUC,CELYC,"CELESTUN, YUC. AUTOMATICA",0
-88.47,20.39,YUC,CHIYC,CHANCHICHIMILA                      *,1
-89.68,20.65,YUC,CHOYC,CHOCHOLA,12.6
-89.98,20.98,YUC,CICYC,CENTRO DE INV.CIENTIFICA,8
-87.78,21.52,YUC,CYOYC,EL CUYO,9.5
-89.58,20.98,YUC,EZAYC,EMILIANO ZAPATA,4.2
-89.63,20.98,YUC,FAEYC,FUERZA AEREA,17
-89.66,20.98,YUC,GARYC,GERENCIA REGIONAL,5.5
-89.6,21,YUC,MEOYC,MERIDA OBSERVATORIO,27.3
-89.28,21.08,YUC,MTOYC,MOTUL,1
-89.71,20.49,YUC,MUNYC,MUNA,0.3
-89.39,20.29,YUC,OXKYC,OXKUTZCAB,0
-88.95,19.96,YUC,PETYC,PETO,3
-89.6,21.3,YUC,PROYC,PROGRESO,0.6
-88.15,21.59,YUC,RLAYC,R.LAGARTO,0
-89.54,20.4,YUC,TICYC,TICUL,0
-88.17,21.16,YUC,TIZYC,TIZIMIN,35.9
-89.05,20.18,YUC,TNTYC,"TANTANQUIN, YUC. AUTOMATICA",3.5
-88.2,20.7,YUC,VALYC,VALLADOLID,32.4
-103.23,22.33,ZAC,ACHZC,ACHIMEC,0
-103.46,21.81,ZAC,ATGZC,ATOLINGA,0
-102.97,22.82,ZAC,BTEZC,BOCA DEL TESORERO,2
-102.89,22,ZAC,CHIZC,EL CHIQUE,0
-101.39,24.62,ZAC,CORZC,CONCEPCION DEL ORO,0
-102.35,22.45,ZAC,CUAZC,CD. CUAUHT…MOC,0
-103.09,23.69,ZAC,ELCZC,EL CAZADERO,0
-102.04,22.67,ZAC,ELSZC,EL SALADILLO,0
-103.34,21.65,ZAC,EXCZC,P.MIGUEL ALEMAN (EXCAME),0
-102.89,23.17,ZAC,FREZC,FRESNILLO,0
-103.09,21.93,ZAC,GJAZC,JOAQUIN AMARO,0
-102.51,22.75,ZAC,GPEZC,GUADALUPE,0
-102.46,22.49,ZAC,GRCZC,GENARO CODINA,4.6
-103.4,24.28,ZAC,JALZC,JUAN ALDAMA,0
-103.11,21.4,ZAC,JCHZC,JUCHIPILA,0
-103,22.64,ZAC,JERZC,JEREZ,0
-102.57,22.78,ZAC,LBUZC,LA BUFA,0
-103.6,22.69,ZAC,LFLZC,LA FLORIDA,0
-102.66,23,ZAC,LLBZC,LLANO BLANCO                        *,0
-102.25,22.44,ZAC,LMOZC,LUIS MOYA,0
-103.38,22.84,ZAC,LOBZC,LOBATOS,0
-101.99,22.26,ZAC,LORZC,LORETO,0
-103.21,23.18,ZAC,LREZC,LEOBARDO REYNOSO,0
-103.44,24.29,ZAC,MGAZC,MIGUEL AUZA,0
-103.36,21.21,ZAC,MORZC,MEZQUITAL DEL ORO,0
-103.56,22.31,ZAC,MRSZC,MONTE ESCOBEDO,0
-102.85,21.36,ZAC,NCTZC,NOCHISTLAN,0
-102.27,22.58,ZAC,OCAZC,OJO CALIENTE,0.1
-102.8,22.35,ZAC,PALZC,PALOMAS,0
-101.4,22.12,ZAC,PINZC,PINO SUAREZ,1.7
-102.9,21.72,ZAC,PMOZC,PRESA MORALE—OS,0
-103.03,23.82,ZAC,RGRZC,RIO GRANDE,0
-102.88,24.32,ZAC,SFOZC,SAN FRANCISCO,0
-103.51,24.29,ZAC,SGOZC,SANTIAGO,0.2
-103.64,23.64,ZAC,SOMZC,SOMBRERETE,0
-103.5,22.33,ZAC,STEZC,SANTA TERESA,0
-103.11,22.93,ZAC,STRZC,SANTA ROSA,0
-102.87,22.1,ZAC,TAYZC,TAYAHUA,0
-103.88,23.47,ZAC,TCHZC,CHALCHIHUTES,0
-103.46,21.47,ZAC,TGOZC,TEUL DE GONZALEZ  ORTEGA,0
-102.79,21.56,ZAC,TLAZC,TLALCHICHILA,0
-103.31,21.77,ZAC,TLLZC,TLATENANGO,0
-102.34,23.29,ZAC,VCOZC,VILLA DE COSS,0
-101.92,22.52,ZAC,VGOZC,VILLA GONZALEZ ORTEGA,0
-101.72,22.35,ZAC,VHGZC,VILLA HIDALGO,0
-103.34,21.6,ZAC,VILZC,VILLITA,0
-102.58,22.76,ZAC,ZACZC,ZACATECAS,0
