  LON,   LAT,   ESTADO,     CVE_SIH,NOMBRE_ESTACION, MAY
-109.63,27.42,SON,CCRSO,COCORAQUE,0
-111.52,30.88,SON,CHTSO,PRESA CUAUHTEMOC,0
-110.74,29.47,SON,CJNSO,EL CAJON,0
-109.94,27.5,SON,COBSO,CIUDAD OBREGON,0
-109.64,27.24,SON,CRCSO,CARCAMO,0
-108.76,26.6,SON,CZNSO,CAZANATE,0
-109.23,29.2,SON,ECBSO,EL CUBIL,0
-110.8,27.95,SON,EPLSO,EMPALME,0
-110.85,27.95,SON,GYMSO,GUAYMAS,0
-110.92,29.07,SON,HM2SO,HERMOSILLO OBSERVATORIO,0
-110.93,29.07,SON,HMNSO,HERMOSILLO,0
-108.96,30.21,SON,HSHSO,HUACHINERA,0
-110.89,30.76,SON,IMRSO,IMURIS,0
-110.39,28.43,SON,IRASO,P. IGNACIO R. A LA TORRE,8
-109.39,30.44,SON,LCDSO,PRESA LA ANGOSTURA,0
-110.14,29,SON,MZTSO,MAZATAN,0
-109.54,27.08,SON,NCHSO,NACHUQUIS,0
-109.69,30.37,SON,NCZSO,NACOZARI,0
-110.95,31.32,SON,NGLSO,NOGALES,0
-109.44,27.07,SON,NVJSO,NAVOJOA,0
-112.85,31.87,SON,NYNSO,SONOYTA,0
-109.93,27.37,SON,OBOSO,OBSERVATORIO CIUDAD OBREGON,0
-110.71,29.23,SON,ORGSO,EL OREGANO,1.5
-109.08,29.43,SON,PDNSO,PASO NACORI,0.5
-109.63,28.98,SON,PECSO,PRESA PLUTARCO ELIAS CALLES,0
-110.43,29.4,SON,PMOSO,EL MOLINITO,0
-113.58,31.3,SON,PT2SO,PUERTO PE—ASCO,0
-110.31,28.34,SON,PTASO,PUNTA DE AGUA,1
-112.12,30.7,SON,PTQSO,PITIQUITO,0
-110.57,29.71,SON,RAYSO,RAYON,0
-108.88,27.41,SON,SBNSO,SAN BERNARDO,0
-110.35,28.71,SON,SJPSO,SAN JOSE DE PIMAS                   *,0
-111.45,30.39,SON,SRSSO,SANTA ROSA II,0
-109.45,26.92,SON,TCRSO,3 CARLOS,0
-109.5,29.53,SON,TPCSO,TEPACHE,0
-109.21,27.66,SON,TSOSO,TESOCOMA,4.5
-110.29,27.64,SON,VCMSO,VICAM,0
-108.92,28.37,SON,YC2SO,"YECORA, SON. AUTOMATICA",0.3
-108.93,28.37,SON,YCRSO,YECORA,0
-91.48,17.43,TAB,BDCTB,BOCA DEL CERRO,202.6
-93.41,17.81,TAB,CARTB,CARDENAS,131.1
-92.92,17.98,TAB,EMUTB,VILLAHERMOSA,163.4
-92.81,18.04,TAB,EPOTB,EL PORVENIR,175.7
-92.92,17.97,TAB,GABTB,GAVIOTAS,51.3
-93,17.98,TAB,GONTB,GONZALEZ,134.5
-92.6,17.77,TAB,MACTB,MACUSPANA,59
-92.93,17.98,TAB,OBSTB,OBSERVATORIO,56.4
-92.88,17.85,TAB,PNVTB,PUEBLO NUEVO,104.9
-92.94,17.57,TAB,PUYTB,PUYACATENGO,148.2
-93.29,17.98,TAB,SAMTB,SAMARIA,97.4
-92.92,17.5,TAB,SJOTB,SAN JOAQUIN,239.8
-91.16,17.79,TAB,SPTTB,SAN PEDRO,174.2
-92.82,17.47,TAB,TAPTB,TAPIJULAPA,198.6
-92.97,17.57,TAB,TEATB,TEAPA,133.4
-98.39,24.07,TAMPS,ABSTP,ABASOLO,19.5
-99.1,22.95,TAMPS,AHLTP,AHUALULCO,96.5
-97.93,22.39,TAMPS,BALTP,BOMBAS ALTAMIRA,40.9
-99.12,24.08,TAMPS,BR1TP,EL BARRETAL I,204.4
-99.22,24.1,TAMPS,BRRTP,EL BARRETAL,222.4
-98.6,26.24,TAMPS,CDOTP,S-J-2-18 CIUDAD DIAZ ORDAZ,29
-98.8,26.25,TAMPS,CMGTP,S-J-2-11 CAMARGO,157.4
-99.25,26.92,TAMPS,CMRTP,MIER,153.9
-97.82,25.64,TAMPS,CONTP,CONTROL,58.8
-98.94,23.94,TAMPS,CORTP,CORONA,83.4
-99.17,23.72,TAMPS,CVCTP,CIUDAD VICTORIA OBSERVATORIO,76.4
-99.19,23.73,TAMPS,CVTTP,CD. VICTORIA (GERENCIA),82.6
-99.08,23.38,TAMPS,ENNTP,LA ENCANTADA,1
-98.69,22.62,TAMPS,ERCTP,PRESA ESTUDIANTE RAMIRO CABALLERO,106.2
-98.16,24.84,TAMPS,FD2TP,"SAN FERNANDO, TAMPS. AUTOMATICA",0
-98.16,24.84,TAMPS,FDOTP,SAN FERNANDO,39
-99.12,22.83,TAMPS,LSRTP,LA SERVILLETA,48.8
-99.55,24.57,TAMPS,MAGTP,MAGUEYES,184.8
-97.52,25.83,TAMPS,MATTP,MATAMOROS,16.3
-97.84,22.28,TAMPS,MDRTP,MADERO,7.6
-99.04,26.37,TAMPS,MGATP,S-J-1-2 MIGUEL ALEMAN,142.2
-98.72,22.79,TAMPS,MGSTP,MAGISCATZIN,35
-99.43,23.92,TAMPS,MHGTP,MIGUEL HIDALGO,145.8
-98.92,26.23,TAMPS,MRGTP,PRESA MARTE R. GOMEZ,37.7
-98.9,24.05,TAMPS,PADTP,PADILLA,88
-97.8,25.8,TAMPS,PANTP,PUEBLO ANAHUAC,40
-98.75,23.73,TAMPS,PDMTP,PASO DE MOLINA,14.7
-99.55,24.23,TAMPS,PJMTP,PRESA PEDRO J. MENDEZ,212.3
-99.58,24.18,TAMPS,PVLTP,PUERTO DE VALLES,48.9
-99,22.85,TAMPS,RFRTP,RIO FRIO,10.6
-98,25.97,TAMPS,RIBTP,RIO BRAVO,60.8
-97.99,23.26,TAMPS,RSPTP,REPUBLICA ESPAÒOLA,68
-98.88,26.17,TAMPS,RYNTP,S-J-2-9 REYNOSA,41.2
-99.09,23.02,TAMPS,SBNTP,SABINAS,47.6
-98.87,22.78,TAMPS,SDATP,PRESA SACA DE AGUA,31.4
-98.79,23.08,TAMPS,SGBTP,SAN GABRIEL,8.4
-98.21,23.77,TAMPS,SLMTP,SOTO LA MARINA,27.6
-98.8,22.95,TAMPS,SLZTP,PRESA SAN LORENZO,11.4
-97.88,22.24,TAMPS,TMPTP,TAMPICO,17
-98.42,22.42,TAMPS,TMSTP,TAMESI,49
-97.8,25.91,TAMPS,VCATP,VILLA CARDENAS,40
-97.8,25.7,TAMPS,VHMTP,VALLE HERMOSO,12.9
-98.1,19.4,TLAX,APITL,APIZACO,55
-98.56,19.59,TLAX,CPPTL,CALPULALPAN,97.7
-97.74,19.3,TLAX,CUATL,CUAPIAXTLA,62.6
-97.65,19.32,TLAX,ECTTL,EL CARMEN TEQUEXQUITLA,12.5
-97.95,19.31,TLAX,HUATL,"Huamantla, Tlax.  SMN*",36.1
-97.91,19.32,TLAX,HMTTL,HUAMANTLA,56.9
-98.2,19.4,TLAX,OBSTL,OBSERVATORIO,91.2
-98.2,19.55,TLAX,SJATL,SAN JOSE ATLANGA,59.5
-98.18,19.12,TLAX,SPMTL,SAN PABLO DEL MONTE,111.7
-98.24,19.22,TLAX,ZACTL,ZACATELCO,75.6
-97.92,19.2,TLAX,ZITTL,ZITLALTEPEC                         *,132.5
-96.84,19.7,VER,ACAVC,ACATLAN,58.9
-96.59,19.5,VER,ACTVC,ACTOPAN,112.2
-94.14,18.14,VER,AGDVC,AGUA DULCE (CENTRO),94
-97.68,20.93,VER,ALAVC,ALAMO TEMAPACHE,102
-97.23,19.76,VER,ALTVC,ALTOTONGA,135.7
-95.44,18.58,VER,ARCVC,ANGEL R. CABADA,182.3
-96.72,19.71,VER,ATZVC,ATZALAN,205.3
-96.94,19.59,VER,BANVC,BANDERILLA,208
-96.93,19.48,VER,BRIVC,BRIONES,130
-95.74,18.37,VER,CACVC,CARLOS CARRILLO,128.2
-94.32,18.11,VER,CB2VC,PB2-LA CANGREJERA,193.7
-95.8,18.3,VER,CCLVC,CHACALTIANGUIS,208.4
-96.7,19.43,VER,CEGVC,"Cerro Gordo, Ver.",29.5
-98.15,21.74,VER,CHYVC,PASO DE PIEDRAS (CHICAYAN),39.2
-97.55,21.07,VER,CLHVC,CHALAHUITE,161.3
-96.94,19.45,VER,COAVC,COATEPEC,129.1
-94.4,18.1,VER,COTVC,COATZACOALCOS,397.1
-96.37,19.36,VER,CRDVC,CARDEL,92.7
-96.65,19.32,VER,CRRVC,CARRIZAL,35.5
-95.3,18.14,VER,CTTVC,COATOTOLAPAN,92.4
-96.36,19.41,VER,ENRVC,EL NARANJILLO,19.5
-98.33,20.25,VER,ESPVC,EL ESPINAL,84.3
-96.16,19.07,VER,ETEVC,EL TEJAR,97.5
-95.56,18.27,VER,GARVC,GARRO,128.4
-98.44,21.78,VER,HGOVC,EL HIGO,97
-98.27,21.16,VER,HLSVC,LOS HULES,112.6
-96.95,19.18,VER,HTSVC,HUATUSCO,111.2
-98.48,20.53,VER,HUYVC,HUAYACOCOTLA,153.5
-96.55,19.4,VER,IDOVC,IDOLOS,156.9
-96.88,19.6,VER,INCVC,INGENIO CONCEPCION,112
-94.67,17.95,VER,JALVC,JALTIPAN,517.7
-95.03,17.43,VER,JCRVC,JESUS CARRANZA,188.7
-94.09,17.87,VER,JDCVC,SAN JOSE DEL CARMEN,100
-97.02,19.6,VER,JOYVC,LA JOYA,84.7
-96.9,19.52,VER,LANVC,LAS ANIMAS,46.2
-95.35,18.25,VER,LAUVC,LAUCHAPAN,187.1
-94.3,18.1,VER,LCAVC,LA CANGREJERA,297.5
-95.45,18.23,VER,LCEVC,LA CEIBILLA,191
-97.23,18.92,VER,LGRVC,LOMA GRANDE,58
-96.98,20.05,VER,LIBVC,LIBERTAD,243.3
-96.39,19.26,VER,LOFVC,LOMA FINA,67
-94.92,17.42,VER,LPEVC,LAS PERLAS,140.6
-97.1,19.65,VER,LVRVC,LAS VIGAS DE RAMIREZ,29
-97.05,20.07,VER,MDTVC,MARTINEZ DE LA TORRE,220.3
-96.34,19.09,VER,MFAVC,MANLIO F. ALTAMIRANO,69
-94.52,17.97,VER,MINVC,MINATITLAN,418.3
-94.94,18.13,VER,MNZVC,MINZAPAN,298.8
-96.83,19.93,VER,MZNVC,MISANTLA,325.1
-96.87,19.65,VER,NAOVC,NAOLINCO,91
-95.52,18.63,VER,NLTVC,"NARANJAL, LERDO DE TEJADA",121.6
-98.51,21.84,VER,OLVVC,EL OLIVO,43
-97.1,18.85,VER,ORZVC,ORIZABA,154.2
-94.33,18.11,VER,PCNVC,PB1-LA CANGREJERA,146
-96.14,19.04,VER,PDTVC,PASO DEL TORO,89.8
-97.81,21.18,VER,PEMVC,PRESA EL MORALILLO,77.9
-97.25,19.58,VER,PERVC,PEROTE,8.1
-98.17,22.05,VER,PNCVC,PANUCO,194.8
-97.32,20.45,VER,PPNVC,PAPANTLA,81
-97.48,20.54,VER,PRCVC,POZA RICA,32.9
-98.34,21.29,VER,PSNVC,PLATON SANCHEZ,108.4
-95.82,17.83,VER,PVCVC,PLAYA VICENTE,144.5
-95.63,18.72,VER,RALVC,RADAR ALVARADO,66.2
-96.71,20.16,VER,RAUVC,EL RAUDAL,148.6
-96.55,19.35,VER,RNCVC,RINCONADA,139
-97.78,20.88,VER,SBTVC,SOMBRERETE,109.9
-95.18,18.45,VER,SIHVC,SIHUAPAN,162.4
-95.13,17.88,VER,SJEVC,SAN JUAN EVANGELISTA,112.1
-95.03,18.52,VER,SONVC,SONTECOMAPAN,444.7
-96.49,19.34,VER,TAMVC,TAMARINDO,98
-96.35,18.45,VER,TBLVC,TIERRA BLANCA,208
-96.97,19.38,VER,TCOVC,TEOCELO,182.5
-94.16,17.57,VER,TMOVC,TIERRA MORADA,251.5
-98.38,21.52,VER,TMPVC,TEMPOAL,50.8
-96.92,19.81,VER,TNCVC,TENOCHTITLAN,287.9
-98.14,21.04,VER,TRRVC,TERRERILLOS,61
-97.42,20.95,VER,TUXVC,"TUXPAN, VER. AUTOMATICA",0
-97.4,20.96,VER,TXPVC,TUXPAN,117.3
-95.42,18.47,VER,TZAVC,TRES ZAPOTES,139.1
-95.7,18.08,VER,VAZVC,VILLA AZUETA,112.5
-96.11,19.15,VER,VERVC,VERACRUZ,86.5
-96.58,19.02,VER,VTEVC,VILLA TEJEDA,101
-96.92,19.53,VER,XCEVC,XALAPA CENTRO,101.6
-96.85,19.55,VER,XCFVC,XALAPA CFE,112.6
-96.92,19.53,VER,XOBVC,XALAPA OBSERVATORIO,61.8
-89.35,19.83,YUC,BECYC,BECANCHEN,61
-89.58,20.5,YUC,CANYC,CANTAMAYEN,51.2
-90.38,20.86,YUC,CELYC,"CELESTUN, YUC. AUTOMATICA",0
-88.47,20.39,YUC,CHIYC,CHANCHICHIMILA                      *,64.5
-89.68,20.65,YUC,CHOYC,CHOCHOLA,68.6
-89.98,20.98,YUC,CICYC,CENTRO DE INV.CIENTIFICA,125.6
-87.78,21.52,YUC,CYOYC,EL CUYO,9
-89.58,20.98,YUC,EZAYC,EMILIANO ZAPATA,98
-89.63,20.98,YUC,FAEYC,FUERZA AEREA,119.5
-89.61,21.05,YUC,FIYYC,FIUADY,83.9
-89.66,20.98,YUC,GARYC,GERENCIA REGIONAL,95.8
-89.6,21,YUC,MEOYC,MERIDA OBSERVATORIO,129.9
-89.45,20.11,YUC,MOCYC,MOCOCHA,98
-89.28,21.08,YUC,MTOYC,MOTUL,109.5
-89.71,20.49,YUC,MUNYC,MUNA,56.8
-89.39,20.29,YUC,OXKYC,OXKUTZCAB,89.5
-88.95,19.96,YUC,PETYC,PETO,167
-89.6,21.3,YUC,PROYC,PROGRESO,44.7
-88.15,21.59,YUC,RLAYC,R.LAGARTO,78
-89.54,20.4,YUC,TICYC,TICUL,64.5
-88.17,21.16,YUC,TIZYC,TIZIMIN,90.5
-89.05,20.18,YUC,TNTYC,"TANTANQUIN, YUC. AUTOMATICA",33.9
-88.2,20.7,YUC,VALYC,VALLADOLID,35.4
-103.23,22.33,ZAC,ACHZC,ACHIMEC,3.7
-103.46,21.81,ZAC,ATGZC,ATOLINGA,0.3
-102.97,22.82,ZAC,BTEZC,BOCA DEL TESORERO,6.7
-102.89,22,ZAC,CHIZC,EL CHIQUE,10.4
-101.39,24.62,ZAC,CORZC,CONCEPCION DEL ORO,44.5
-102.35,22.45,ZAC,CUAZC,CD. CUAUHT…MOC,8
-103.09,23.69,ZAC,ELCZC,EL CAZADERO,4.9
-102.04,22.67,ZAC,ELSZC,EL SALADILLO,18.4
-103.34,21.65,ZAC,EXCZC,P.MIGUEL ALEMAN (EXCAME),0.4
-102.89,23.17,ZAC,FREZC,FRESNILLO,0.1
-103.09,21.93,ZAC,GJAZC,JOAQUIN AMARO,11.5
-102.51,22.75,ZAC,GPEZC,GUADALUPE,16.8
-102.46,22.49,ZAC,GRCZC,GENARO CODINA,12.5
-103.4,24.28,ZAC,JALZC,JUAN ALDAMA,0.3
-103.11,21.4,ZAC,JCHZC,JUCHIPILA,8
-103,22.64,ZAC,JERZC,JEREZ,5.1
-102.57,22.78,ZAC,LBUZC,LA BUFA,12.7
-103.6,22.69,ZAC,LFLZC,LA FLORIDA,5
-102.66,23,ZAC,LLBZC,LLANO BLANCO                        *,18.5
-102.25,22.44,ZAC,LMOZC,LUIS MOYA,7.1
-103.38,22.84,ZAC,LOBZC,LOBATOS,0
-101.99,22.26,ZAC,LORZC,LORETO,23.6
-103.21,23.18,ZAC,LREZC,LEOBARDO REYNOSO,13.2
-103.44,24.29,ZAC,MGAZC,MIGUEL AUZA,0.5
-103.36,21.21,ZAC,MORZC,MEZQUITAL DEL ORO,6
-103.56,22.31,ZAC,MRSZC,MONTE ESCOBEDO,19.7
-102.85,21.36,ZAC,NCTZC,NOCHISTLAN,6.9
-102.27,22.58,ZAC,OCAZC,OJO CALIENTE,9
-102.8,22.35,ZAC,PALZC,PALOMAS,6.6
-101.4,22.12,ZAC,PINZC,PINO SUAREZ,35.7
-102.9,21.72,ZAC,PMOZC,PRESA MORALE—OS,0
-103.03,23.82,ZAC,RGRZC,RIO GRANDE,4.7
-102.88,24.32,ZAC,SFOZC,SAN FRANCISCO,8.5
-103.51,24.29,ZAC,SGOZC,SANTIAGO,3.5
-103.64,23.64,ZAC,SOMZC,SOMBRERETE,0
-103.5,22.33,ZAC,STEZC,SANTA TERESA,18.8
-103.11,22.93,ZAC,STRZC,SANTA ROSA,5.5
-102.87,22.1,ZAC,TAYZC,TAYAHUA,0
-103.88,23.47,ZAC,TCHZC,CHALCHIHUTES,10.7
-103.46,21.47,ZAC,TGOZC,TEUL DE GONZALEZ  ORTEGA,19.8
-102.79,21.56,ZAC,TLAZC,TLALCHICHILA,16.5
-103.31,21.77,ZAC,TLLZC,TLATENANGO,5.3
-102.34,23.29,ZAC,VCOZC,VILLA DE COSS,0
-101.92,22.52,ZAC,VGOZC,VILLA GONZALEZ ORTEGA,20.5
-101.72,22.35,ZAC,VHGZC,VILLA HIDALGO,40.9
-103.34,21.6,ZAC,VILZC,VILLITA,11.6
-102.58,22.76,ZAC,ZACZC,ZACATECAS,14.2
